KIC,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin
8408931,6252.0,120.0,-0.124,0.101,2.866,0.044,-0.044,0.03,1.493,0.058,-0.057,0.047,3.697,0.011,-0.01,0.006,0.06335,0.0017219999999999998,-0.0016699999999999998,0.0007454,2.192,0.204,-0.165,0.112,5936.9,69.27600000000001,-0.124,0.101,2.8560000000000003,0.042,-0.045,0.029,1.4369999999999998,0.053,-0.055,0.034,3.685,0.009000000000000001,-0.008,0.006,0.06192,0.001467,-0.0016079999999999998,0.0010949999999999998,2.509,0.231,-0.17,0.217,2117369471924207232,6124,122,430.245,4.235,4.164,2.91,0.123,0.117,0.07400000000000001,1,0
8414062,6578.0,61.0,-0.251,0.1,1.726,0.1,-0.097,0.033,1.3,0.051,-0.062,0.051,4.0760000000000005,0.042,-0.041,0.003,0.2525,0.04373,-0.03506,0.004845,2.649,0.506,-0.268,0.481,6279.7,69.27600000000001,-0.251,0.1,1.658,0.092,-0.08900000000000001,0.035,1.162,0.077,-0.06,0.063,4.066,0.039,-0.044,0.008,0.2537,0.03866,-0.0349,0.005443,4.606,0.8029999999999999,-1.052,1.008,2106673315430481280,6197,124,290.191,4.012,3.915,1.482,0.065,0.061,0.059,0,0
8416311,6446.0,60.0,0.131,0.1,2.275,0.067,-0.08,0.036000000000000004,1.565,0.069,-0.138,0.06,3.915,0.015,-0.015,0.003,0.132,0.007238,-0.00701,0.001374,1.955,0.82,-0.245,0.313,6265.8,69.27600000000001,0.131,0.1,2.224,0.08800000000000001,-0.077,0.055,1.4280000000000002,0.153,-0.08199999999999999,0.106,3.907,0.016,-0.016,0.008,0.1319,0.007129000000000002,-0.006984999999999999,0.001364,2.954,0.47,-0.885,0.737,2105966020215708544,6211,124,346.921,2.76,2.724,2.374,0.1,0.095,0.08199999999999999,1,0
8424992,5807.0,57.0,-0.127,0.101,1.052,0.017,-0.017,0.009000000000000001,0.929,0.043,-0.043,0.02,4.362,0.006999999999999999,-0.006999999999999999,0.003,0.7986,0.003829,-0.004029,0.006006,8.773,1.758,-1.494,0.8220000000000001,5531.8,69.27600000000001,-0.127,0.101,1.02,0.016,-0.015,0.032,0.843,0.041,-0.033,0.084,4.347,0.006999999999999999,-0.006,0.014,0.7964,0.004220000000000001,-0.004001,0.004811,14.22,1.568,-1.865,8.422,2126936318297510400,5719,114,136.957,0.454,0.453,1.073,0.045,0.042,0.056,0,0
8493735,5965.0,109.0,-0.08,0.1,2.585,0.067,-0.065,0.023,1.374,0.056,-0.054000000000000006,0.037000000000000005,3.749,0.015,-0.015,0.004,0.0792,0.004275,-0.004143,0.001367,3.0980000000000003,0.34,-0.318,0.192,5731.2,69.27600000000001,-0.08,0.1,2.574,0.075,-0.07,0.028,1.339,0.06,-0.055,0.044,3.743,0.014,-0.014,0.005,0.07851,0.004305,-0.004221,0.001351,3.447,0.355,-0.345,0.282,2126241392589845504,5886,118,310.884,2.273,2.246,2.568,0.108,0.102,0.105,1,0
8493800,6241.0,73.0,0.039,0.1,1.482,0.025,-0.027000000000000003,0.015,1.252,0.04,-0.048,0.041,4.1930000000000005,0.011,-0.012,0.006,0.3836,0.01356,-0.01262,0.002916,3.209,0.616,-0.438,0.684,6039.3,69.27600000000001,0.039,0.1,1.459,0.029,-0.03,0.026,1.185,0.053,-0.065,0.067,4.182,0.012,-0.013,0.011,0.38,0.01321,-0.01245,0.004902,4.549,1.305,-0.7709999999999999,1.431,2126235207836940288,6010,120,252.826,1.725,1.707,1.505,0.063,0.06,0.076,0,0
8499940,6023.0,58.0,-0.006,0.1,1.648,0.036000000000000004,-0.031,0.019,1.163,0.094,-0.047,0.04,4.07,0.013,-0.011,0.006,0.2604,0.00742,-0.007449,0.003186,5.567,0.74,-1.3969999999999998,0.684,5624.8,69.27600000000001,-0.006,0.1,1.5830000000000002,0.03,-0.03,0.023,1.027,0.046,-0.047,0.039,4.05,0.01,-0.01,0.006999999999999999,0.259,0.007461,-0.007387,0.004144,9.775,1.269,-1.171,1.5119999999999998,2126414913569364992,5781,116,362.474,2.895,2.858,1.65,0.069,0.066,0.136,1,0
8561221,5229.0,60.0,-0.16399999999999998,0.101,3.091,0.045,-0.048,0.026,1.436,0.057,-0.061,0.029,3.614,0.006,-0.006,0.001,0.04858,0.0003093,-0.0003215,0.0003891,2.602,0.45,-0.339,0.202,5154.6,69.27600000000001,-0.16399999999999998,0.101,3.06,0.05,-0.051,0.049,1.398,0.065,-0.064,0.061,3.611,0.006,-0.006999999999999999,0.005,0.048760000000000005,0.0003055,-0.0003175,0.0004262,2.955,0.58,-0.463,0.5760000000000001,2126578942662817536,5305,106,265.741,1.751,1.733,3.092,0.13,0.123,0.132,1,0
8574769,5437.0,70.0,0.341,0.1,1.579,0.021,-0.022,0.013,1.069,0.038,-0.039,0.028,4.069,0.006999999999999999,-0.006999999999999999,0.005,0.2711,0.004277,-0.004344,0.004476,9.967,1.383,-1.253,0.948,5535.0,69.27600000000001,0.341,0.1,1.597,0.021,-0.022,0.023,1.104,0.037000000000000005,-0.04,0.043,4.074,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.2712,0.00414,-0.0044280000000000005,0.004551,8.655,1.254,-1.0759999999999998,1.4280000000000002,2078963187175313920,5593,112,282.38,3.103,3.044,1.6130000000000002,0.069,0.066,0.06,1,0
8579578,6308.0,45.0,0.054000000000000006,0.1,2.218,0.029,-0.06,0.041,1.538,0.04,-0.13699999999999998,0.081,3.932,0.008,-0.012,0.009000000000000001,0.1409,0.002932,-0.002984,0.0009836,2.165,0.8809999999999999,-0.181,0.544,6361.5,69.27600000000001,0.054000000000000006,0.1,2.214,0.029,-0.042,0.039,1.536,0.046,-0.053,0.084,3.934,0.008,-0.01,0.008,0.1415,0.003076,-0.0029920000000000003,0.001276,2.0980000000000003,0.365,-0.203,0.54,2079268297345363456,6337,127,187.949,0.938,0.931,2.278,0.096,0.091,0.053,1,0
8621637,5737.0,75.0,0.094,0.1,1.876,0.041,-0.042,0.014,1.176,0.048,-0.05,0.019,3.961,0.011,-0.011,0.003,0.17800000000000002,0.007041,-0.006841,0.002173,6.27,0.835,-0.701,0.3670000000000001,5544.4,69.27600000000001,0.094,0.1,1.843,0.043,-0.042,0.022,1.115,0.048,-0.046,0.035,3.954,0.011,-0.011,0.005,0.1779,0.007201000000000002,-0.006952,0.002055,7.81,0.93,-0.877,0.992,2127005518810597504,5607,112,403.319,5.497000000000001,5.3660000000000005,1.845,0.081,0.076,0.084,1,0
8656342,6074.0,71.0,-0.05,0.099,1.621,0.039,-0.036000000000000004,0.024,1.159,0.102,-0.057,0.047,4.085,0.015,-0.013,0.009000000000000001,0.27399999999999997,0.009182,-0.009019,0.004472,5.414,0.927,-1.527,0.8540000000000001,5869.2,69.27600000000001,-0.05,0.099,1.5830000000000002,0.032,-0.032,0.03,1.081,0.05,-0.053,0.053,4.072,0.012,-0.012,0.009000000000000001,0.272,0.009245,-0.008907,0.004707,7.487,1.121,-1.007,1.296,2081926542812953344,5960,119,299.761,2.392,2.361,1.7,0.07200000000000001,0.069,0.256,1,0
8677016,6248.0,75.0,-0.27,0.101,1.324,0.029,-0.028,0.014,1.081,0.056,-0.054000000000000006,0.031,4.227,0.013,-0.013,0.005,0.4648,0.01721,-0.01856,0.003461,4.912,1.108,-0.987,1.071,5383.3,69.27600000000001,-0.27,0.101,1.235,0.021,-0.021,0.017,0.8590000000000001,0.024,-0.019,0.032,4.19,0.012,-0.013,0.006999999999999999,0.4571,0.01734,-0.01725,0.008249,15.71,0.503,-0.8079999999999999,1.571,2106316145949683968,6111,122,355.492,12.014,11.283,1.7519999999999998,0.095,0.08800000000000001,0.048,1,0
8694723,6351.0,62.0,-0.359,0.1,1.554,0.018000000000000002,-0.022,0.023,1.176,0.038,-0.054000000000000006,0.052000000000000005,4.125,0.006,-0.008,0.006,0.3135,0.001955,-0.002521,0.00149,3.767,0.877,-0.426,0.483,6334.4,69.27600000000001,-0.359,0.1,1.554,0.018000000000000002,-0.023,0.019,1.176,0.038,-0.056,0.039,4.124,0.006,-0.008,0.006999999999999999,0.3128,0.002243,-0.002609,0.00312,3.795,0.906,-0.451,0.653,2078408998952420224,6246,125,121.281,0.419,0.417,1.5659999999999998,0.065,0.062,0.042,1,0
8696343,6178.0,65.0,-0.056,0.099,1.183,0.032,-0.031,0.012,1.119,0.052000000000000005,-0.052000000000000005,0.032,4.341,0.018000000000000002,-0.019,0.005,0.6768,0.03336,-0.03349,0.003841,3.072,1.099,-0.967,1.591,5680.5,69.27600000000001,-0.056,0.099,1.117,0.032,-0.031,0.018000000000000002,0.941,0.048,-0.05,0.045,4.314,0.018000000000000002,-0.019,0.006999999999999999,0.6729999999999999,0.04722,-0.03071,0.004302,10.49,2.129,-1.923,3.238,2079892515014976000,5985,120,211.755,1.267,1.256,1.286,0.054000000000000006,0.051,0.046,0,0
8702606,5511.0,85.0,-0.17,0.1,2.476,0.028,-0.034,0.039,1.278,0.043,-0.047,0.038,3.754,0.005,-0.005,0.003,0.08415,0.0004213,-0.0003864,0.0013,4.127,0.462,-0.321,0.337,5408.0,69.27600000000001,-0.17,0.1,2.437,0.037000000000000005,-0.031,0.046,1.225,0.055,-0.043,0.061,3.752,0.006,-0.006,0.004,0.08452,0.000411,-0.0004126000000000001,0.001164,4.523,0.5479999999999999,-0.428,0.657,2079719376294688000,5525,110,180.975,0.935,0.928,2.47,0.107,0.101,0.06,1,0
8738809,6058.0,59.0,0.07400000000000001,0.1,2.1630000000000003,0.021,-0.02,0.017,1.332,0.039,-0.036000000000000004,0.02,3.892,0.006,-0.005,0.005,0.1317,0.0009146,-0.0008967000000000002,0.00215,3.823,0.28800000000000003,-0.284,0.208,5957.9,69.27600000000001,0.07400000000000001,0.1,2.152,0.022,-0.02,0.023,1.307,0.04,-0.036000000000000004,0.031,3.888,0.006,-0.006,0.006999999999999999,0.1311,0.0008699,-0.0008794,0.0025280000000000003,4.163,0.336,-0.328,0.446,2106748395758012288,6049,121,268.031,2.786,2.737,2.1830000000000003,0.094,0.08900000000000001,0.049,1,0
8776961,5777.0,72.0,-0.126,0.1,1.676,0.03,-0.03,0.016,1.065,0.05,-0.048,0.018000000000000002,4.017,0.008,-0.009000000000000001,0.004,0.2264,0.004718,-0.004588,0.004101,7.939,1.058,-0.962,0.578,5640.1,69.27600000000001,-0.126,0.1,1.652,0.03,-0.03,0.023,1.021,0.047,-0.046,0.036000000000000004,4.01,0.008,-0.008,0.006,0.2263,0.004664,-0.004599,0.003949,9.437,1.185,-1.048,1.408,2079149897992264576,5807,116,288.6740000000001,2.059,2.035,1.709,0.073,0.069,0.12,1,0
8802782,6089.0,68.0,0.254,0.1,2.359,0.109,-0.092,0.04,1.44,0.147,-0.058,0.051,3.851,0.023,-0.024,0.002,0.1095,0.00964,-0.009428,0.001965,3.0860000000000003,0.358,-0.784,0.172,5978.7,69.27600000000001,0.254,0.1,2.343,0.091,-0.08199999999999999,0.039,1.41,0.05,-0.048,0.056,3.846,0.023,-0.023,0.005,0.1091,0.0097,-0.009426,0.00175,3.359,0.37,-0.325,0.329,2106805879600627840,5936,119,644.6419999999998,8.413,8.222000000000001,2.404,0.105,0.099,0.102,1,0
8817551,5720.0,57.0,0.03,0.1,2.351,0.071,-0.066,0.018000000000000002,1.3030000000000002,0.048,-0.051,0.023,3.808,0.016,-0.017,0.006,0.09977,0.006444,-0.006218,0.001967,4.131,0.4,-0.3670000000000001,0.259,5466.6,69.27600000000001,0.03,0.1,2.324,0.075,-0.071,0.024,1.262,0.054000000000000006,-0.063,0.033,3.804,0.016,-0.016,0.005,0.09993,0.006411,-0.006189,0.0016120000000000002,4.6789999999999985,0.645,-0.496,0.482,2126634575376770944,5654,113,489.293,5.122000000000001,5.03,2.427,0.103,0.098,0.132,1,0
8915084,5817.0,60.0,0.09,0.1,1.501,0.039,-0.032,0.019,1.131,0.095,-0.059,0.045,4.141,0.013,-0.012,0.008,0.3364,0.008891,-0.008792,0.004848,6.669,1.347,-1.882,1.121,5878.0,69.27600000000001,0.09,0.1,1.519,0.033,-0.035,0.027000000000000003,1.192,0.058,-0.086,0.069,4.147,0.011,-0.013,0.01,0.3369,0.008829,-0.008790000000000001,0.004793,5.226,1.847,-0.998,1.58,2082131704808550400,5882,118,194.332,1.131,1.121,1.57,0.066,0.063,0.047,1,0
8938364,5965.0,62.0,-0.18,0.1,1.376,0.015,-0.015,0.018000000000000002,1.037,0.034,-0.035,0.035,4.176,0.006,-0.006,0.005,0.3973,0.001282,-0.0007924,0.0049310000000000005,7.49,0.945,-0.86,0.841,5660.9,69.27600000000001,-0.18,0.1,1.341,0.017,-0.016,0.026,0.953,0.036000000000000004,-0.036000000000000004,0.055,4.1610000000000005,0.006,-0.006,0.008,0.3953,0.0008134,-0.001206,0.005525,11.68,1.4380000000000002,-1.392,2.285,2106390642162257536,5677,114,157.091,0.763,0.758,1.358,0.057,0.054000000000000006,0.029,0,0
8940939,6343.0,58.0,-0.402,0.1,1.4580000000000002,0.05,-0.041,0.026,1.095,0.077,-0.053,0.039,4.149,0.014,-0.014,0.002,0.3518,0.019430000000000003,-0.0196,0.006306,4.845,0.8170000000000001,-1.051,0.732,6289.2,69.27600000000001,-0.402,0.1,1.4480000000000002,0.049,-0.042,0.03,1.073,0.07400000000000001,-0.055,0.053,4.146,0.014,-0.014,0.005,0.3525,0.01856,-0.01853,0.005964,5.32,0.984,-1.052,1.3159999999999998,2106240558825758336,6343,222,239.687,1.5730000000000002,1.557,1.976,0.146,0.132,0.048,1,0
8950146,6374.0,60.0,-0.014,0.101,1.33,0.029,-0.029,0.014,1.237,0.042,-0.05,0.035,4.282,0.014,-0.014,0.003,0.5263,0.02327,-0.02559,0.002908,2.122,0.601,-0.476,0.478,6142.3,69.27600000000001,-0.014,0.101,1.304,0.031,-0.032,0.019,1.158,0.049,-0.052000000000000005,0.046,4.27,0.014,-0.014,0.006,0.5226,0.02397,-0.025810000000000003,0.005272,3.802,0.954,-0.804,1.048,2127394097391997952,6228,125,286.035,1.759,1.742,1.367,0.057,0.054000000000000006,0.081,0,0
8952800,6122.0,55.0,0.03,0.1,2.014,0.039,-0.035,0.029,1.293,0.041,-0.036000000000000004,0.052000000000000005,3.941,0.01,-0.01,0.004,0.1581,0.005401,-0.005338,0.001765,4.032,0.326,-0.321,0.34600000000000003,5697.2,69.27600000000001,0.03,0.1,1.959,0.04,-0.041,0.024,1.178,0.047,-0.047,0.04,3.924,0.01,-0.01,0.005,0.1565,0.005461,-0.00532,0.00149,6.1179999999999986,0.7290000000000001,-0.616,0.713,2126658936431524992,5991,120,406.611,3.63,3.576,2.145,0.091,0.086,0.087,1,0
8956017,6605.0,86.0,0.128,0.1,1.881,0.073,-0.068,0.025,1.497,0.058,-0.058,0.047,4.063,0.024,-0.025,0.004,0.2239,0.02043,-0.01935,0.001825,1.817,0.28300000000000003,-0.251,0.231,6349.1,69.27600000000001,0.128,0.1,1.861,0.073,-0.065,0.033,1.422,0.057,-0.058,0.067,4.05,0.024,-0.025,0.006,0.2191,0.02021,-0.01972,0.0029230000000000003,2.476,0.412,-0.317,0.599,2126526514000401792,6467,129,322.962,2.9360000000000004,2.892,1.889,0.081,0.077,0.109,0,0
9005973,6131.0,57.0,-0.128,0.1,1.452,0.035,-0.034,0.016,1.122,0.065,-0.059,0.036000000000000004,4.164,0.013,-0.014,0.006,0.3667,0.01543,-0.01359,0.004178,5.26,1.084,-1.11,0.8320000000000001,5793.9,69.27600000000001,-0.128,0.1,1.391,0.033,-0.032,0.033,0.981,0.054000000000000006,-0.049,0.064,4.143,0.013,-0.014,0.01,0.3644,0.01486,-0.01539,0.005793,9.954,1.547,-1.505,2.438,2107132812510611456,5906,118,336.974,3.049,3.003,1.452,0.061,0.058,0.06,0,0
9025370,5659.0,73.0,-0.033,0.1,0.997,0.014,-0.015,0.005,0.956,0.039,-0.04,0.011,4.42,0.006999999999999999,-0.006999999999999999,0.003,0.9631,0.007044,-0.005507,0.006609,7.002000000000002,1.967,-1.56,0.8590000000000001,5543.6,69.27600000000001,-0.033,0.1,0.985,0.014,-0.014,0.016,0.919,0.037000000000000005,-0.037000000000000005,0.045,4.415,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.9624,0.006351,-0.005295,0.007553,9.248,1.96,-1.7619999999999998,2.263,2126516412237386880,5659,198,81.846,0.457,0.453,1.268,0.095,0.086,0.014,0,0
9026479,5601.0,69.0,-0.217,0.101,2.303,0.052000000000000005,-0.054000000000000006,0.024,1.187,0.051,-0.061,0.021,3.785,0.009000000000000001,-0.009000000000000001,0.003,0.09685,0.003036,-0.00299,0.001169,4.992,0.701,-0.532,0.235,5320.3,69.27600000000001,-0.217,0.101,2.237,0.063,-0.062,0.042,1.092,0.067,-0.066,0.054000000000000006,3.775,0.009000000000000001,-0.009000000000000001,0.005,0.09732,0.003156,-0.00313,0.00117,6.718,1.3630000000000002,-1.08,1.205,2126472225614072192,5570,111,357.88699999999994,2.938,2.898,2.403,0.101,0.096,0.119,1,0
9026685,5618.0,58.0,0.006999999999999999,0.1,1.737,0.028,-0.028,0.014,1.073,0.044,-0.044,0.019,3.988,0.008,-0.008,0.005,0.2046,0.004034,-0.004101,0.003187,8.47,0.918,-0.847,0.551,5585.9,69.27600000000001,0.006999999999999999,0.1,1.732,0.028,-0.029,0.024,1.063,0.045,-0.044,0.039,3.987,0.008,-0.008,0.006999999999999999,0.2046,0.004075,-0.004069,0.0033590000000000004,8.77,1.017,-0.933,1.141,2127973230784130304,5648,113,294.21,5.801,5.595,1.731,0.08,0.076,0.12,1,0
9049593,5788.0,59.0,0.202,0.1,1.414,0.042,-0.041,0.032,1.157,0.054000000000000006,-0.067,0.071,4.197,0.018000000000000002,-0.018000000000000002,0.006999999999999999,0.4067,0.02431,-0.02389,0.004801,5.836,1.665,-1.065,1.802,5889.2,69.27600000000001,0.202,0.1,1.426,0.042,-0.04,0.027000000000000003,1.1909999999999998,0.051,-0.066,0.065,4.203,0.018000000000000002,-0.019,0.008,0.408,0.0244,-0.0241,0.003657,4.892,1.4469999999999998,-0.877,1.415,2085187316339631104,6012,120,214.591,1.205,1.195,1.481,0.063,0.059,0.17800000000000002,0,0
